fila_excel,columna,descripcion
1044,Id_cliente,ID 1043 no existe en clients. Convertido a NULL.
1044,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1045,Id_cliente,ID 1044 no existe en clients. Convertido a NULL.
1045,linea_id,ID 3 no existe en lineas. Convertido a NULL.
1046,Id_cliente,ID 1045 no existe en clients. Convertido a NULL.
1046,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1047,Id_cliente,ID 1046 no existe en clients. Convertido a NULL.
1047,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1048,Id_cliente,ID 1047 no existe en clients. Convertido a NULL.
1048,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1049,Id_cliente,ID 1048 no existe en clients. Convertido a NULL.
1049,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1050,Id_cliente,ID 1049 no existe en clients. Convertido a NULL.
1051,Id_cliente,ID 1050 no existe en clients. Convertido a NULL.
1051,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1052,Id_cliente,ID 1051 no existe en clients. Convertido a NULL.
1052,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1053,Id_cliente,ID 1052 no existe en clients. Convertido a NULL.
1053,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1054,Id_cliente,ID 1053 no existe en clients. Convertido a NULL.
1054,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1055,Id_cliente,ID 1054 no existe en clients. Convertido a NULL.
1055,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1056,Id_cliente,ID 1055 no existe en clients. Convertido a NULL.
1056,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1057,Id_cliente,ID 1056 no existe en clients. Convertido a NULL.
1057,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1058,Id_cliente,ID 1057 no existe en clients. Convertido a NULL.
1058,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1059,Id_cliente,ID 1058 no existe en clients. Convertido a NULL.
1059,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1060,Id_cliente,ID 1059 no existe en clients. Convertido a NULL.
1060,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1061,Id_cliente,ID 1060 no existe en clients. Convertido a NULL.
1062,Id_cliente,ID 1061 no existe en clients. Convertido a NULL.
1062,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1063,Id_cliente,ID 1062 no existe en clients. Convertido a NULL.
1063,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1064,Id_cliente,ID 1063 no existe en clients. Convertido a NULL.
1064,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1065,Id_cliente,ID 1064 no existe en clients. Convertido a NULL.
1065,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1066,Id_cliente,ID 1065 no existe en clients. Convertido a NULL.
1066,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1067,Id_cliente,ID 1066 no existe en clients. Convertido a NULL.
1067,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1068,Id_cliente,ID 1067 no existe en clients. Convertido a NULL.
1068,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1069,Id_cliente,ID 1068 no existe en clients. Convertido a NULL.
1069,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1070,Id_cliente,ID 1069 no existe en clients. Convertido a NULL.
1071,Id_cliente,ID 1070 no existe en clients. Convertido a NULL.
1071,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1072,Id_cliente,ID 1071 no existe en clients. Convertido a NULL.
1072,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1073,Id_cliente,ID 1072 no existe en clients. Convertido a NULL.
1073,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1074,Id_cliente,ID 1073 no existe en clients. Convertido a NULL.
1074,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1075,Id_cliente,ID 1074 no existe en clients. Convertido a NULL.
1075,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1076,Id_cliente,ID 1075 no existe en clients. Convertido a NULL.
1076,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1077,Id_cliente,ID 1076 no existe en clients. Convertido a NULL.
1077,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1078,Id_cliente,ID 1077 no existe en clients. Convertido a NULL.
1078,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1079,Id_cliente,ID 1078 no existe en clients. Convertido a NULL.
1079,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1080,Id_cliente,ID 1079 no existe en clients. Convertido a NULL.
1080,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1081,Id_cliente,ID 1080 no existe en clients. Convertido a NULL.
1081,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1082,Id_cliente,ID 1081 no existe en clients. Convertido a NULL.
1082,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1083,Id_cliente,ID 1082 no existe en clients. Convertido a NULL.
1083,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1084,Id_cliente,ID 1083 no existe en clients. Convertido a NULL.
1084,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1085,Id_cliente,ID 1084 no existe en clients. Convertido a NULL.
1085,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1086,Id_cliente,ID 1085 no existe en clients. Convertido a NULL.
1086,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1087,Id_cliente,ID 1086 no existe en clients. Convertido a NULL.
1087,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1088,Id_cliente,ID 1087 no existe en clients. Convertido a NULL.
1088,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1089,Id_cliente,ID 1088 no existe en clients. Convertido a NULL.
1089,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1090,Id_cliente,ID 1089 no existe en clients. Convertido a NULL.
1090,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1091,Id_cliente,ID 1090 no existe en clients. Convertido a NULL.
1091,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1092,Id_cliente,ID 1091 no existe en clients. Convertido a NULL.
1092,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1093,Id_cliente,ID 1092 no existe en clients. Convertido a NULL.
1093,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1094,Id_cliente,ID 1093 no existe en clients. Convertido a NULL.
1094,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1095,Id_cliente,ID 1094 no existe en clients. Convertido a NULL.
1095,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1096,Id_cliente,ID 1095 no existe en clients. Convertido a NULL.
1096,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1097,Id_cliente,ID 1096 no existe en clients. Convertido a NULL.
1097,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1098,Id_cliente,ID 1097 no existe en clients. Convertido a NULL.
1098,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1099,Id_cliente,ID 1098 no existe en clients. Convertido a NULL.
1099,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1100,Id_cliente,ID 1099 no existe en clients. Convertido a NULL.
1101,Id_cliente,ID 1100 no existe en clients. Convertido a NULL.
1101,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1102,Id_cliente,ID 1101 no existe en clients. Convertido a NULL.
1102,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1103,Id_cliente,ID 1102 no existe en clients. Convertido a NULL.
1103,linea_id,ID 3 no existe en lineas. Convertido a NULL.
1104,Id_cliente,ID 1103 no existe en clients. Convertido a NULL.
1104,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1105,Id_cliente,ID 1104 no existe en clients. Convertido a NULL.
1105,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1106,Id_cliente,ID 1105 no existe en clients. Convertido a NULL.
1106,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1107,Id_cliente,ID 1106 no existe en clients. Convertido a NULL.
1107,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1108,Id_cliente,ID 1107 no existe en clients. Convertido a NULL.
1108,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1109,Id_cliente,ID 1108 no existe en clients. Convertido a NULL.
1109,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1110,Id_cliente,ID 1109 no existe en clients. Convertido a NULL.
1110,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1111,Id_cliente,ID 1110 no existe en clients. Convertido a NULL.
1111,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1112,Id_cliente,ID 1111 no existe en clients. Convertido a NULL.
1112,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1113,Id_cliente,ID 1112 no existe en clients. Convertido a NULL.
1113,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1114,Id_cliente,ID 1113 no existe en clients. Convertido a NULL.
1114,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1115,Id_cliente,ID 1114 no existe en clients. Convertido a NULL.
1115,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1116,Id_cliente,ID 1115 no existe en clients. Convertido a NULL.
1116,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1117,Id_cliente,ID 1116 no existe en clients. Convertido a NULL.
1117,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1118,Id_cliente,ID 1117 no existe en clients. Convertido a NULL.
1118,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1119,Id_cliente,ID 1118 no existe en clients. Convertido a NULL.
1120,Id_cliente,ID 1119 no existe en clients. Convertido a NULL.
1120,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1121,Id_cliente,ID 1120 no existe en clients. Convertido a NULL.
1121,linea_id,ID 3 no existe en lineas. Convertido a NULL.
1122,Id_cliente,ID 1121 no existe en clients. Convertido a NULL.
1122,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1123,Id_cliente,ID 1122 no existe en clients. Convertido a NULL.
1123,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1124,Id_cliente,ID 1123 no existe en clients. Convertido a NULL.
1124,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1125,Id_cliente,ID 1124 no existe en clients. Convertido a NULL.
1125,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1126,Id_cliente,ID 1125 no existe en clients. Convertido a NULL.
1126,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1127,Id_cliente,ID 1126 no existe en clients. Convertido a NULL.
1127,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1128,Id_cliente,ID 1127 no existe en clients. Convertido a NULL.
1128,linea_id,ID 3 no existe en lineas. Convertido a NULL.
1129,Id_cliente,ID 1128 no existe en clients. Convertido a NULL.
1129,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1130,Id_cliente,ID 1129 no existe en clients. Convertido a NULL.
1130,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1131,Id_cliente,ID 1130 no existe en clients. Convertido a NULL.
1131,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1132,Id_cliente,ID 1131 no existe en clients. Convertido a NULL.
1132,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1133,Id_cliente,ID 1132 no existe en clients. Convertido a NULL.
1133,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1134,Id_cliente,ID 1133 no existe en clients. Convertido a NULL.
1134,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1135,Id_cliente,ID 1134 no existe en clients. Convertido a NULL.
1135,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1136,Id_cliente,ID 1135 no existe en clients. Convertido a NULL.
1136,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1137,Id_cliente,ID 1136 no existe en clients. Convertido a NULL.
1137,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1138,Id_cliente,ID 1137 no existe en clients. Convertido a NULL.
1138,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1139,Id_cliente,ID 1138 no existe en clients. Convertido a NULL.
1139,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1140,Id_cliente,ID 1139 no existe en clients. Convertido a NULL.
1140,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1141,Id_cliente,ID 1140 no existe en clients. Convertido a NULL.
1141,linea_id,ID 3 no existe en lineas. Convertido a NULL.
1142,Id_cliente,ID 1141 no existe en clients. Convertido a NULL.
1142,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1143,Id_cliente,ID 1142 no existe en clients. Convertido a NULL.
1143,linea_id,ID 3 no existe en lineas. Convertido a NULL.
1144,Id_cliente,ID 1143 no existe en clients. Convertido a NULL.
1144,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1145,Id_cliente,ID 1144 no existe en clients. Convertido a NULL.
1145,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1146,Id_cliente,ID 1145 no existe en clients. Convertido a NULL.
1146,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1147,Id_cliente,ID 1146 no existe en clients. Convertido a NULL.
1147,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1148,Id_cliente,ID 1147 no existe en clients. Convertido a NULL.
1148,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1149,Id_cliente,ID 1148 no existe en clients. Convertido a NULL.
1150,Id_cliente,ID 1149 no existe en clients. Convertido a NULL.
1150,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1151,Id_cliente,ID 1150 no existe en clients. Convertido a NULL.
1151,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1152,Id_cliente,ID 1151 no existe en clients. Convertido a NULL.
1152,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1153,Id_cliente,ID 1152 no existe en clients. Convertido a NULL.
1153,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1154,Id_cliente,ID 1153 no existe en clients. Convertido a NULL.
1154,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1155,Id_cliente,ID 1154 no existe en clients. Convertido a NULL.
1155,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1156,Id_cliente,ID 1155 no existe en clients. Convertido a NULL.
1156,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1157,Id_cliente,ID 1156 no existe en clients. Convertido a NULL.
1157,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1158,Id_cliente,ID 1157 no existe en clients. Convertido a NULL.
1158,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1159,Id_cliente,ID 1158 no existe en clients. Convertido a NULL.
1159,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1160,Id_cliente,ID 1159 no existe en clients. Convertido a NULL.
1160,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1161,Id_cliente,ID 1160 no existe en clients. Convertido a NULL.
1161,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1162,Id_cliente,ID 1161 no existe en clients. Convertido a NULL.
1162,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1163,Id_cliente,ID 1162 no existe en clients. Convertido a NULL.
1163,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1164,Id_cliente,ID 1163 no existe en clients. Convertido a NULL.
1164,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1165,Id_cliente,ID 1164 no existe en clients. Convertido a NULL.
1165,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1166,Id_cliente,ID 1165 no existe en clients. Convertido a NULL.
1166,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1167,Id_cliente,ID 1166 no existe en clients. Convertido a NULL.
1168,Id_cliente,ID 1167 no existe en clients. Convertido a NULL.
1168,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1169,Id_cliente,ID 1168 no existe en clients. Convertido a NULL.
1169,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1170,Id_cliente,ID 1169 no existe en clients. Convertido a NULL.
1170,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1171,Id_cliente,ID 1170 no existe en clients. Convertido a NULL.
1171,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1172,Id_cliente,ID 1171 no existe en clients. Convertido a NULL.
1172,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1173,Id_cliente,ID 1172 no existe en clients. Convertido a NULL.
1173,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1174,Id_cliente,ID 1173 no existe en clients. Convertido a NULL.
1174,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1175,Id_cliente,ID 1174 no existe en clients. Convertido a NULL.
1175,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1176,Id_cliente,ID 1175 no existe en clients. Convertido a NULL.
1177,Id_cliente,ID 1176 no existe en clients. Convertido a NULL.
1177,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1178,Id_cliente,ID 1177 no existe en clients. Convertido a NULL.
1178,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1179,Id_cliente,ID 1178 no existe en clients. Convertido a NULL.
1179,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1180,Id_cliente,ID 1179 no existe en clients. Convertido a NULL.
1180,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1181,Id_cliente,ID 1180 no existe en clients. Convertido a NULL.
1181,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1182,Id_cliente,ID 1181 no existe en clients. Convertido a NULL.
1182,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1183,Id_cliente,ID 1182 no existe en clients. Convertido a NULL.
1184,Id_cliente,ID 1183 no existe en clients. Convertido a NULL.
1184,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1185,Id_cliente,ID 1184 no existe en clients. Convertido a NULL.
1185,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1186,Id_cliente,ID 1185 no existe en clients. Convertido a NULL.
1186,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1187,Id_cliente,ID 1186 no existe en clients. Convertido a NULL.
1187,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1188,Id_cliente,ID 1187 no existe en clients. Convertido a NULL.
1188,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1189,Id_cliente,ID 1188 no existe en clients. Convertido a NULL.
1189,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1190,Id_cliente,ID 1189 no existe en clients. Convertido a NULL.
1190,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1191,Id_cliente,ID 1190 no existe en clients. Convertido a NULL.
1191,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1192,Id_cliente,ID 1191 no existe en clients. Convertido a NULL.
1192,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1193,Id_cliente,ID 1192 no existe en clients. Convertido a NULL.
1193,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1194,Id_cliente,ID 1193 no existe en clients. Convertido a NULL.
1194,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1195,Id_cliente,ID 1194 no existe en clients. Convertido a NULL.
1195,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1196,Id_cliente,ID 1195 no existe en clients. Convertido a NULL.
1196,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1197,Id_cliente,ID 1196 no existe en clients. Convertido a NULL.
1197,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1198,Id_cliente,ID 1197 no existe en clients. Convertido a NULL.
1198,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1199,Id_cliente,ID 1198 no existe en clients. Convertido a NULL.
1199,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1200,Id_cliente,ID 1199 no existe en clients. Convertido a NULL.
1200,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1201,Id_cliente,ID 1200 no existe en clients. Convertido a NULL.
1201,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1202,Id_cliente,ID 1201 no existe en clients. Convertido a NULL.
1202,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1203,Id_cliente,ID 1202 no existe en clients. Convertido a NULL.
1203,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1204,Id_cliente,ID 1203 no existe en clients. Convertido a NULL.
1204,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1205,Id_cliente,ID 1204 no existe en clients. Convertido a NULL.
1205,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1206,Id_cliente,ID 1205 no existe en clients. Convertido a NULL.
1206,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1207,Id_cliente,ID 1206 no existe en clients. Convertido a NULL.
1207,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1208,Id_cliente,ID 1207 no existe en clients. Convertido a NULL.
1208,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1209,Id_cliente,ID 1208 no existe en clients. Convertido a NULL.
1209,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1210,Id_cliente,ID 1209 no existe en clients. Convertido a NULL.
1210,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1211,Id_cliente,ID 1210 no existe en clients. Convertido a NULL.
1211,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1212,Id_cliente,ID 1211 no existe en clients. Convertido a NULL.
1212,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1213,Id_cliente,ID 1212 no existe en clients. Convertido a NULL.
1213,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1214,Id_cliente,ID 1213 no existe en clients. Convertido a NULL.
1214,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1215,Id_cliente,ID 1214 no existe en clients. Convertido a NULL.
1215,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1216,Id_cliente,ID 1215 no existe en clients. Convertido a NULL.
1216,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1217,Id_cliente,ID 1216 no existe en clients. Convertido a NULL.
1217,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1218,Id_cliente,ID 1217 no existe en clients. Convertido a NULL.
1218,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1219,Id_cliente,ID 1218 no existe en clients. Convertido a NULL.
1219,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1220,Id_cliente,ID 1219 no existe en clients. Convertido a NULL.
1220,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1221,Id_cliente,ID 1220 no existe en clients. Convertido a NULL.
1221,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1222,Id_cliente,ID 1221 no existe en clients. Convertido a NULL.
1222,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1223,Id_cliente,ID 1222 no existe en clients. Convertido a NULL.
1223,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1224,Id_cliente,ID 1223 no existe en clients. Convertido a NULL.
1225,Id_cliente,ID 1224 no existe en clients. Convertido a NULL.
1225,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1226,Id_cliente,ID 1225 no existe en clients. Convertido a NULL.
1226,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1227,Id_cliente,ID 1226 no existe en clients. Convertido a NULL.
1227,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1228,Id_cliente,ID 1227 no existe en clients. Convertido a NULL.
1228,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1229,Id_cliente,ID 1228 no existe en clients. Convertido a NULL.
1229,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1230,Id_cliente,ID 1229 no existe en clients. Convertido a NULL.
1230,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1231,Id_cliente,ID 1230 no existe en clients. Convertido a NULL.
1231,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1232,Id_cliente,ID 1231 no existe en clients. Convertido a NULL.
1232,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1233,Id_cliente,ID 1232 no existe en clients. Convertido a NULL.
1233,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1234,Id_cliente,ID 1233 no existe en clients. Convertido a NULL.
1234,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1235,Id_cliente,ID 1234 no existe en clients. Convertido a NULL.
1235,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1236,Id_cliente,ID 1235 no existe en clients. Convertido a NULL.
1236,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1237,Id_cliente,ID 1236 no existe en clients. Convertido a NULL.
1237,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1238,Id_cliente,ID 1237 no existe en clients. Convertido a NULL.
1239,Id_cliente,ID 1238 no existe en clients. Convertido a NULL.
1239,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1240,Id_cliente,ID 1239 no existe en clients. Convertido a NULL.
1240,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1241,Id_cliente,ID 1240 no existe en clients. Convertido a NULL.
1241,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1242,Id_cliente,ID 1241 no existe en clients. Convertido a NULL.
1242,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1243,Id_cliente,ID 1242 no existe en clients. Convertido a NULL.
1243,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1244,Id_cliente,ID 1243 no existe en clients. Convertido a NULL.
1244,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1245,Id_cliente,ID 1244 no existe en clients. Convertido a NULL.
1245,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1246,Id_cliente,ID 1245 no existe en clients. Convertido a NULL.
1246,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1247,Id_cliente,ID 1246 no existe en clients. Convertido a NULL.
1247,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1248,Id_cliente,ID 1247 no existe en clients. Convertido a NULL.
1248,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1249,Id_cliente,ID 1248 no existe en clients. Convertido a NULL.
1249,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1250,Id_cliente,ID 1249 no existe en clients. Convertido a NULL.
1250,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1251,Id_cliente,ID 1250 no existe en clients. Convertido a NULL.
1251,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1252,Id_cliente,ID 1251 no existe en clients. Convertido a NULL.
1252,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1253,Id_cliente,ID 1252 no existe en clients. Convertido a NULL.
1253,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1254,Id_cliente,ID 1253 no existe en clients. Convertido a NULL.
1254,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1255,Id_cliente,ID 1254 no existe en clients. Convertido a NULL.
1255,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1256,Id_cliente,ID 1255 no existe en clients. Convertido a NULL.
1256,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1257,Id_cliente,ID 1256 no existe en clients. Convertido a NULL.
1257,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1258,Id_cliente,ID 1257 no existe en clients. Convertido a NULL.
1258,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1259,Id_cliente,ID 1258 no existe en clients. Convertido a NULL.
1259,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1260,Id_cliente,ID 1259 no existe en clients. Convertido a NULL.
1260,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1261,Id_cliente,ID 1260 no existe en clients. Convertido a NULL.
1261,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1262,Id_cliente,ID 1261 no existe en clients. Convertido a NULL.
1262,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1263,Id_cliente,ID 1262 no existe en clients. Convertido a NULL.
1263,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1264,Id_cliente,ID 1263 no existe en clients. Convertido a NULL.
1264,linea_id,ID 9 no existe en lineas. Convertido a NULL.
1265,Id_cliente,ID 1264 no existe en clients. Convertido a NULL.
1265,linea_id,ID 8 no existe en lineas. Convertido a NULL.
1266,Id_cliente,ID 1265 no existe en clients. Convertido a NULL.
1267,Id_cliente,ID 1266 no existe en clients. Convertido a NULL.
1268,Id_cliente,ID 1267 no existe en clients. Convertido a NULL.
